Hospital_ID,Hospital_Name,City,State,Latitude,Longitude,Total_Visits,Emergency_Visits,Diabetes_Cases,Hypertension_Cases
H0038,Mumbai Health Center 18,Mumbai,Maharashtra,19.111505462018197,72.88232394357756,3569,5942,2195,3133
H0039,Vizag Health Center 32,Vizag,Andhra Pradesh,17.62941400135875,83.28798014140733,27190,654,1709,1184
H0040,Ahmedabad Health Center 33,Ahmedabad,Gujarat,23.04343197345863,72.53499103753182,10206,6096,6101,3206
H0041,Mumbai Health Center 50,Mumbai,Maharashtra,19.101752384315304,73.07033657453275,7780,2868,6955,8573
H0042,Bhubaneswar Health Center 14,Bhubaneswar,Odisha,20.280336537767983,85.86244846102467,16403,6419,1153,4546
H0043,Coimbatore Health Center 52,Coimbatore,Tamil Nadu,10.91722311067343,76.97710129334169,17599,3624,5991,3451
H0044,Chandigarh Health Center 5,Chandigarh,Chandigarh,30.79381993165683,76.77183820172539,28567,7527,4442,7366
H0045,Ahmedabad Health Center 52,Ahmedabad,Gujarat,22.95710428501653,72.47187002252113,8177,8808,6249,3238
H0046,Jaipur Health Center 12,Jaipur,Rajasthan,26.852385179647214,75.77057493820796,19896,8305,5537,959
H0047,Ahmedabad Health Center 1,Ahmedabad,Gujarat,23.12860780985063,72.62302326302755,29870,8630,3447,4649
H0048,Bhubaneswar Health Center 51,Bhubaneswar,Odisha,20.284230401939666,85.91810028402361,13457,7117,2779,6884
H0049,Pune Health Center 33,Pune,Maharashtra,18.62605560784791,73.83177966886468,8881,7165,3149,7790
H0050,Kochi Health Center 19,Kochi,Kerala,9.989358187607749,76.26781165305098,12540,5111,3139,8927
H0051,Bengaluru Health Center 92,Bengaluru,Karnataka,13.003958134839353,77.6009047413912,21071,7333,2727,10160
H0052,Hyderabad Health Center 61,Hyderabad,Telangana,17.419342425638302,78.49024862078198,11002,6036,4213,1466
H0053,Chandigarh Health Center 29,Chandigarh,Chandigarh,30.708978361697383,76.78977991306428,28351,7248,717,8706
H0054,Jaipur Health Center 7,Jaipur,Rajasthan,26.930250774298255,75.75265452023697,29092,912,7843,7987
H0055,New Delhi Health Center 10,New Delhi,Delhi,28.697815275491145,77.11527655625703,22170,1622,4379,1971
H0056,Vizag Health Center 96,Vizag,Andhra Pradesh,17.714154869058504,83.20839036737831,15043,3940,4066,6044
H0057,Mumbai Health Center 30,Mumbai,Maharashtra,19.07660732545366,72.92424670419871,17191,1228,1665,4892
H0058,Vijayawada Health Center 49,Vijayawada,Andhra Pradesh,16.48563547046701,80.69720117722815,29395,1217,3082,5346
H0059,Patna Health Center 16,Patna,Bihar,25.50449774499324,85.11526132441051,26576,6088,7951,4036
H0060,Bhubaneswar Health Center 57,Bhubaneswar,Odisha,20.386783328793946,85.84472914475587,7846,7231,7541,1353
H0061,Chandigarh Health Center 17,Chandigarh,Chandigarh,30.711634829654873,76.78959113637637,26322,3181,1840,6572
H0062,Chennai Health Center 38,Chennai,Tamil Nadu,13.140417716920448,80.24683091347124,28086,7994,4612,1724
H0063,New Delhi Health Center 36,New Delhi,Delhi,28.57797778893738,77.19832764241441,9588,3423,5601,10806
H0064,Kochi Health Center 90,Kochi,Kerala,9.894983310232645,76.1735110680718,23652,5248,5149,9835
H0065,Trivandrum Health Center 92,Trivandrum,Kerala,8.556477905450686,76.96340132674524,13150,3572,6830,10588
H0066,Coimbatore Health Center 25,Coimbatore,Tamil Nadu,10.99963993816844,76.97868382272144,19517,2605,3927,6716
H0067,Patna Health Center 21,Patna,Bihar,25.585696460539726,85.1518587662325,16843,6690,1556,3776
H0068,Bhopal Health Center 15,Bhopal,Madhya Pradesh,23.367559122875576,77.3742326218556,11053,3830,3003,9062
H0069,Lucknow Health Center 12,Lucknow,Uttar Pradesh,26.8029219105984,80.93445758332054,23852,7319,4019,3145
H0070,Vizag Health Center 28,Vizag,Andhra Pradesh,17.59116467414679,83.23662382294027,27275,3279,1224,1981
H0071,Mumbai Health Center 6,Mumbai,Maharashtra,19.00998833964897,72.96927293829272,22255,7909,7718,5524
H0072,Hyderabad Health Center 65,Hyderabad,Telangana,17.40203076256442,78.48601110223665,26833,4658,4225,7370
H0073,Coimbatore Health Center 77,Coimbatore,Tamil Nadu,11.027734154613807,76.93158121540154,12860,6489,1760,7590
H0074,Chennai Health Center 53,Chennai,Tamil Nadu,13.067048814589178,80.19074382637314,8997,2548,5080,1116
H0075,New Delhi Health Center 62,New Delhi,Delhi,28.630697437142707,77.23372046436249,29657,3919,7539,10166
H0076,Bengaluru Health Center 54,Bengaluru,Karnataka,12.977343073410696,77.67216314273665,7363,1577,8727,8980
H0077,Coimbatore Health Center 47,Coimbatore,Tamil Nadu,11.086639678938512,76.93630448044951,15173,5173,4830,10742
H0078,Kolkata Health Center 64,Kolkata,West Bengal,22.486056344811722,88.43611693959909,26386,1831,4561,8048
H0079,Patna Health Center 30,Patna,Bihar,25.643177368836504,85.1541350278532,21564,5392,7343,537
H0080,Coimbatore Health Center 74,Coimbatore,Tamil Nadu,11.023202053427923,76.93173308253601,8569,4800,6569,4218
H0081,Lucknow Health Center 75,Lucknow,Uttar Pradesh,26.86502991230484,80.89920601068364,15647,8972,2187,3666
H0082,Vizag Health Center 61,Vizag,Andhra Pradesh,17.660287119081378,83.1788563583869,6900,7177,7281,6776
H0083,Chandigarh Health Center 90,Chandigarh,Chandigarh,30.67237551793567,76.72138374873653,26321,6690,5540,10853
H0084,Patna Health Center 56,Patna,Bihar,25.58848359751546,85.12655152002334,16568,1776,6111,702
H0085,Bhopal Health Center 90,Bhopal,Madhya Pradesh,23.26950451903163,77.49245563612604,18745,864,7109,5021
H0086,Vijayawada Health Center 7,Vijayawada,Andhra Pradesh,16.549542453167106,80.6715518415709,25890,6370,1831,8572
H0087,Vizag Health Center 38,Vizag,Andhra Pradesh,17.606477683987123,83.22867318179337,11152,6250,1362,2376
H0088,Coimbatore Health Center 86,Coimbatore,Tamil Nadu,10.978138751477358,76.93826053774136,9288,4096,6468,10195
H0089,Kochi Health Center 67,Kochi,Kerala,9.916294736532352,76.37594211476868,9371,4706,8243,7291
H0090,Vijayawada Health Center 42,Vijayawada,Andhra Pradesh,16.462419087330762,80.57886001345177,24785,2261,1176,4212
H0091,Hyderabad Health Center 53,Hyderabad,Telangana,17.35246787154391,78.46234373081177,26370,4017,4035,9752
H0092,Mumbai Health Center 31,Mumbai,Maharashtra,19.089522841288993,72.87518809452754,8342,505,7789,9059
H0093,Lucknow Health Center 4,Lucknow,Uttar Pradesh,26.936458227831945,80.94247461767344,8560,4789,1146,6716
H0094,Chandigarh Health Center 5,Chandigarh,Chandigarh,30.70507214983652,76.72929766381856,29386,724,4508,6683
H0095,Patna Health Center 1,Patna,Bihar,25.5178854733415,85.17748681572894,4828,2417,4534,7388
H0096,Lucknow Health Center 3,Lucknow,Uttar Pradesh,26.839272429749645,80.92582699311824,3009,760,6338,10265
H0097,Chandigarh Health Center 2,Chandigarh,Chandigarh,30.783614640460723,76.75055540652384,11512,1842,3132,3224
H0098,Lucknow Health Center 15,Lucknow,Uttar Pradesh,26.723117774993636,80.90635523722648,12310,8484,1904,635
H0099,Vizag Health Center 78,Vizag,Andhra Pradesh,17.661379702255314,83.15640797416474,21944,5915,3691,6351
H0100,Ahmedabad Health Center 11,Ahmedabad,Gujarat,22.99277419736379,72.60081642592303,26325,5320,3198,7946
H0101,Bhopal Health Center 26,Bhopal,Madhya Pradesh,23.246197782138445,77.44300569456091,20449,2636,7243,8204
H0102,Kolkata Health Center 97,Kolkata,West Bengal,22.573520918959478,88.44772186561377,22096,2692,1548,4433
H0103,Bhopal Health Center 53,Bhopal,Madhya Pradesh,23.271680727905427,77.45114325969435,4970,8889,6065,1602
H0104,Ahmedabad Health Center 42,Ahmedabad,Gujarat,23.039424820374723,72.55063560430496,8788,5908,8969,9846
H0105,New Delhi Health Center 29,New Delhi,Delhi,28.590931955022988,77.16650778152676,20334,2836,5673,2643
H0106,Bengaluru Health Center 10,Bengaluru,Karnataka,13.053704808555374,77.592659385864,16429,6528,7626,6771
H0107,Indore Health Center 88,Indore,Madhya Pradesh,22.72235779382093,75.98298446048209,23103,2871,3191,4156
H0108,Bengaluru Health Center 27,Bengaluru,Karnataka,13.040895166064555,77.64503014749245,3793,2616,6079,6566
H0109,Patna Health Center 90,Patna,Bihar,25.603126542090273,85.26977857916994,20368,8290,1127,3931
H0110,Chandigarh Health Center 68,Chandigarh,Chandigarh,30.793548532365037,76.81302125094474,14641,6524,5409,4546
H0111,Bhopal Health Center 40,Bhopal,Madhya Pradesh,23.24343631464721,77.38908592766353,6417,2145,3330,3272
H0112,Hyderabad Health Center 63,Hyderabad,Telangana,17.332268155556697,78.45022629488481,5708,7612,8693,3907
H0113,Jaipur Health Center 35,Jaipur,Rajasthan,26.955012324451516,75.67126313130109,13314,8473,8877,8470
H0114,Vizag Health Center 91,Vizag,Andhra Pradesh,17.670010765035496,83.30195107626447,16226,5471,1505,2390
H0115,Trivandrum Health Center 70,Trivandrum,Kerala,8.488184829191463,76.98189438057453,22097,6088,1266,5344
H0116,Trivandrum Health Center 49,Trivandrum,Kerala,8.57946619481218,76.94539783286106,24566,7204,4722,10384
H0117,Indore Health Center 94,Indore,Madhya Pradesh,22.680472814738277,75.89141402343733,28298,2579,3017,10924
H0118,Coimbatore Health Center 45,Coimbatore,Tamil Nadu,11.071105276338482,76.93607088408817,26570,2565,1068,5890
H0119,Patna Health Center 66,Patna,Bihar,25.517366075900863,85.27740163541677,14485,6297,5226,6416
H0120,Ahmedabad Health Center 29,Ahmedabad,Gujarat,23.02798663195939,72.56220319222955,7873,1981,6605,3851
H0121,Hyderabad Health Center 87,Hyderabad,Telangana,17.372159148603714,78.53791432908896,15600,6454,8819,7621
H0122,Patna Health Center 67,Patna,Bihar,25.601260772624876,85.18651464910582,16575,8470,2443,5607
H0123,Bhopal Health Center 32,Bhopal,Madhya Pradesh,23.271632600257753,77.42523777537689,23931,6119,8656,7012
H0124,Bhopal Health Center 95,Bhopal,Madhya Pradesh,23.22972818725486,77.39974388643763,7425,2698,4542,4095
H0125,Vijayawada Health Center 36,Vijayawada,Andhra Pradesh,16.5745685127361,80.69591269130763,13112,7352,6335,3994
H0126,Kochi Health Center 2,Kochi,Kerala,9.914733450084011,76.26245869813033,20939,1304,1579,7483
H0127,Mumbai Health Center 86,Mumbai,Maharashtra,19.058248383617663,72.89057366172914,18517,3179,2406,8573
H0128,Coimbatore Health Center 81,Coimbatore,Tamil Nadu,11.032190088444603,76.87029158036717,11428,1804,7668,6277
H0129,Lucknow Health Center 4,Lucknow,Uttar Pradesh,26.901851263338887,81.00377126872324,26365,5975,8532,10673
H0130,Coimbatore Health Center 37,Coimbatore,Tamil Nadu,11.068257781866283,76.97942987412065,4622,8541,641,2474
H0131,Kolkata Health Center 91,Kolkata,West Bengal,22.653626672258294,88.44242473176305,25520,3469,3328,8043
H0132,Bhopal Health Center 64,Bhopal,Madhya Pradesh,23.278479691524325,77.40668010497268,22250,5288,5790,4524
H0133,Lucknow Health Center 40,Lucknow,Uttar Pradesh,26.887920769412872,80.93996931093284,27762,1833,4450,7166
H0134,Chennai Health Center 56,Chennai,Tamil Nadu,13.11307834321657,80.1947410008507,18850,7601,7974,6522
H0135,Bengaluru Health Center 73,Bengaluru,Karnataka,12.95399135082002,77.60672602128062,18048,2843,5436,6160
H0136,Lucknow Health Center 42,Lucknow,Uttar Pradesh,26.806852428211272,80.94241145863893,4252,4703,8663,10050
H0137,Kolkata Health Center 98,Kolkata,West Bengal,22.55721071916601,88.3309550789012,19314,4590,7260,3404
H0138,Coimbatore Health Center 74,Coimbatore,Tamil Nadu,11.027675395284678,77.05309356424138,23491,1841,8707,738
H0139,Ahmedabad Health Center 95,Ahmedabad,Gujarat,23.050489522396553,72.62543903627773,5421,7619,5619,7009
H0140,Chandigarh Health Center 15,Chandigarh,Chandigarh,30.71913423420837,76.78550269672515,16849,8738,5173,5206
H0141,Coimbatore Health Center 23,Coimbatore,Tamil Nadu,10.954250183450908,77.08609887334798,19774,4930,7986,4632
H0142,Vijayawada Health Center 48,Vijayawada,Andhra Pradesh,16.496399868437884,80.59980962449514,4500,7237,3594,5485
H0143,Trivandrum Health Center 39,Trivandrum,Kerala,8.591931669109174,76.8009754754076,3614,5892,7993,9774
H0144,Mumbai Health Center 60,Mumbai,Maharashtra,19.126944349761125,72.87519404121625,5983,4778,7426,8630
H0145,Patna Health Center 4,Patna,Bihar,25.56157075792216,85.18977729546434,18520,3741,845,4746
H0146,Indore Health Center 13,Indore,Madhya Pradesh,22.751645192470463,75.84910433144641,10206,2532,8736,671
H0147,Chandigarh Health Center 10,Chandigarh,Chandigarh,30.719984133573863,76.74617325351788,23819,4260,2350,1565
H0148,Vizag Health Center 68,Vizag,Andhra Pradesh,17.720160304676593,83.29919849103638,28007,8673,2932,4894
H0149,Coimbatore Health Center 88,Coimbatore,Tamil Nadu,10.984372407197032,76.995892866602,7805,1306,7786,8602
H0150,Indore Health Center 98,Indore,Madhya Pradesh,22.777955145719183,75.93875542788938,6564,1889,7574,1224
H0151,Jaipur Health Center 3,Jaipur,Rajasthan,26.93582817466858,75.8127094888746,11245,7714,1026,3136
H0152,Jaipur Health Center 99,Jaipur,Rajasthan,26.9439723146767,75.90999210870729,13106,8157,2766,9441
H0153,Coimbatore Health Center 88,Coimbatore,Tamil Nadu,11.01244455783188,77.00307049499885,24260,7787,1192,10622
H0154,Jaipur Health Center 68,Jaipur,Rajasthan,26.870394496070833,75.79553489137186,21024,7990,1518,5416
H0155,Bengaluru Health Center 76,Bengaluru,Karnataka,12.96814887425019,77.58522106678649,12752,1454,7591,1374
H0156,Kolkata Health Center 72,Kolkata,West Bengal,22.560827163889766,88.36900644604356,12105,8728,3320,9387
H0157,Chennai Health Center 77,Chennai,Tamil Nadu,13.081878855196363,80.3301196636724,17559,817,2696,2562
H0158,Mumbai Health Center 56,Mumbai,Maharashtra,19.10323337221592,72.97854437720935,29572,1812,4611,7714
H0159,Bhubaneswar Health Center 40,Bhubaneswar,Odisha,20.264207345163527,85.80079272094383,21088,7424,662,3004
H0160,Kochi Health Center 63,Kochi,Kerala,9.884786527429178,76.29701844044617,19106,1056,3108,5550
H0161,Kochi Health Center 10,Kochi,Kerala,9.904105043780573,76.29924455229684,12766,4498,2703,9180
H0162,Chandigarh Health Center 39,Chandigarh,Chandigarh,30.765926734687973,76.6847727007348,10009,5043,1307,5845
H0163,Vijayawada Health Center 30,Vijayawada,Andhra Pradesh,16.50387898146293,80.63150426324333,16281,1935,871,2782
H0164,Chennai Health Center 93,Chennai,Tamil Nadu,13.05492266335933,80.29528965276998,15771,1765,7791,1440
H0165,Chandigarh Health Center 22,Chandigarh,Chandigarh,30.72160046665489,76.87174030200434,27597,5069,6653,2753
H0166,Bhopal Health Center 64,Bhopal,Madhya Pradesh,23.230572595573932,77.50814022942293,28338,5846,5343,2828
H0167,Chandigarh Health Center 7,Chandigarh,Chandigarh,30.790130238585228,76.75655163382112,14801,3856,7566,6940
H0168,Jaipur Health Center 39,Jaipur,Rajasthan,26.97733298670822,75.79268399348634,20482,7527,2123,3555
H0169,Lucknow Health Center 27,Lucknow,Uttar Pradesh,26.75436137827643,80.91786652937449,15857,1433,3898,2380
H0170,Mumbai Health Center 64,Mumbai,Maharashtra,19.096138414599654,72.91219316248981,29385,5890,6935,2655
H0171,Ahmedabad Health Center 60,Ahmedabad,Gujarat,23.035983467869855,72.55989717822018,6380,1550,3933,6742
H0172,Mumbai Health Center 93,Mumbai,Maharashtra,19.085826058485075,72.91315018787942,27109,1026,3524,10845
H0173,Pune Health Center 17,Pune,Maharashtra,18.449093723366534,73.88700825453057,11712,6297,7399,5509
H0174,Bengaluru Health Center 88,Bengaluru,Karnataka,12.986422946699928,77.5925571033202,7167,8965,1689,8757
H0175,Lucknow Health Center 45,Lucknow,Uttar Pradesh,26.859599849606003,80.96965583548906,6762,7231,3417,6191
H0176,Patna Health Center 80,Patna,Bihar,25.52047458109795,85.13311521865963,5720,6547,8332,401
H0177,Hyderabad Health Center 33,Hyderabad,Telangana,17.361444591384867,78.54045621376086,22558,7514,389,2109
H0178,Vizag Health Center 15,Vizag,Andhra Pradesh,17.6621268591818,83.19625083393132,21279,6590,8808,6482
H0179,Kolkata Health Center 9,Kolkata,West Bengal,22.663199006206746,88.3817962864346,24767,4411,3689,9699
H0180,Patna Health Center 7,Patna,Bihar,25.626670464046352,85.23642721368641,14653,521,8901,1294
H0181,Mumbai Health Center 41,Mumbai,Maharashtra,19.064904377360325,72.81697405221755,18313,7679,1860,1666
H0182,Vijayawada Health Center 55,Vijayawada,Andhra Pradesh,16.58977601177027,80.63779847095094,14894,2856,5090,10927
H0183,Vijayawada Health Center 44,Vijayawada,Andhra Pradesh,16.592577158505037,80.6698161834837,3661,5144,8803,3320
H0184,Mumbai Health Center 28,Mumbai,Maharashtra,19.10667589863652,72.82656037174009,9236,6578,652,9494
H0185,Chandigarh Health Center 49,Chandigarh,Chandigarh,30.753261156130264,76.81175979698513,3956,2571,8895,9979
H0186,Trivandrum Health Center 60,Trivandrum,Kerala,8.446009656930228,77.0366868551265,25015,1894,5032,4114
H0187,Indore Health Center 18,Indore,Madhya Pradesh,22.788440174643945,75.89655080478786,22975,7395,825,6877
H0188,Bengaluru Health Center 37,Bengaluru,Karnataka,12.970322296450428,77.65323645096296,5365,2025,1946,413
H0189,Pune Health Center 89,Pune,Maharashtra,18.48611312066058,73.87047624387343,6216,8719,2413,9844
H0190,Chennai Health Center 65,Chennai,Tamil Nadu,13.059314939934406,80.28802519408654,15588,7562,3674,6830
H0191,Lucknow Health Center 10,Lucknow,Uttar Pradesh,26.741942123866,80.95890869461232,16149,3932,6576,6295
H0192,Lucknow Health Center 76,Lucknow,Uttar Pradesh,26.804780625444103,80.97223322102671,9099,3692,3478,6452
H0193,Patna Health Center 76,Patna,Bihar,25.65482546426527,85.1331238694876,29155,2703,1690,2142
H0194,Kolkata Health Center 61,Kolkata,West Bengal,22.556518843197704,88.3413497484935,3281,6762,1358,4693
H0195,Chennai Health Center 59,Chennai,Tamil Nadu,13.086631759515805,80.1707899657734,4229,5085,8767,3140
H0196,Vizag Health Center 88,Vizag,Andhra Pradesh,17.609576775319677,83.2436714541301,9570,3749,7895,6694
H0197,Indore Health Center 52,Indore,Madhya Pradesh,22.67267660448971,75.88991340797546,7470,7675,8620,9606
H0198,Ahmedabad Health Center 29,Ahmedabad,Gujarat,23.076154367270515,72.5632019560199,15373,1698,5538,6489
H0199,Vizag Health Center 82,Vizag,Andhra Pradesh,17.734948276455707,83.23388103777256,15144,1486,4740,5309
H0200,New Delhi Health Center 33,New Delhi,Delhi,28.644801435549184,77.21605183279114,16965,3624,8425,3691
H0201,Bengaluru Health Center 64,Bengaluru,Karnataka,13.021857128663902,77.58198099782678,23212,3730,788,7514
H0202,New Delhi Health Center 98,New Delhi,Delhi,28.52966073025898,77.162313887363,29213,4614,3853,8161
H0203,Indore Health Center 23,Indore,Madhya Pradesh,22.78408782641877,75.84463000375224,4367,8689,754,10216
H0204,Patna Health Center 65,Patna,Bihar,25.530198870828183,85.05541296422061,12108,3375,5892,1840
H0205,Coimbatore Health Center 96,Coimbatore,Tamil Nadu,10.952142733817691,76.92575130184983,14530,7510,7417,9553
H0206,Bhopal Health Center 9,Bhopal,Madhya Pradesh,23.308988274349577,77.39635843082456,5863,1677,5060,411
H0207,Chennai Health Center 98,Chennai,Tamil Nadu,13.001166331629237,80.27924854857842,17051,8734,5745,6970
H0208,Indore Health Center 21,Indore,Madhya Pradesh,22.757546429489338,75.87175957119847,26320,4646,440,5282
H0209,Bengaluru Health Center 78,Bengaluru,Karnataka,12.886952159290232,77.58968301866027,6610,7394,7611,505
H0210,New Delhi Health Center 30,New Delhi,Delhi,28.564418593171485,77.25603855939941,26171,2637,4745,3930
H0211,Pune Health Center 95,Pune,Maharashtra,18.536865789257586,73.87644128722039,6654,7602,2659,8505
H0212,Kochi Health Center 56,Kochi,Kerala,9.930218110053666,76.29492449772086,4798,5791,5795,10300
H0213,Kochi Health Center 47,Kochi,Kerala,9.937314875151614,76.29446490145183,26669,1800,7169,9835
H0214,Jaipur Health Center 26,Jaipur,Rajasthan,26.937381855056298,75.72248120403681,13617,6252,6595,5215
H0215,Coimbatore Health Center 26,Coimbatore,Tamil Nadu,10.973936279012914,76.90288501975203,9807,7174,3983,7627
H0216,Pune Health Center 74,Pune,Maharashtra,18.549733910426504,73.89075031193708,6040,982,3479,1649
H0217,Hyderabad Health Center 21,Hyderabad,Telangana,17.44622922188131,78.56786982811495,26711,1600,6952,9032
H0218,Bengaluru Health Center 64,Bengaluru,Karnataka,12.99232709071899,77.55598479873368,29153,7280,6902,2749
H0219,Vijayawada Health Center 68,Vijayawada,Andhra Pradesh,16.534649153959265,80.72941983115642,28766,7264,5401,8243
H0220,Mumbai Health Center 73,Mumbai,Maharashtra,19.020961035858168,72.84213506876198,5472,1207,2104,7104
H0221,Bengaluru Health Center 60,Bengaluru,Karnataka,12.94050908497468,77.62966865324196,17484,7897,2035,10177
H0222,Mumbai Health Center 44,Mumbai,Maharashtra,19.017369837156934,72.816026594936,8249,5791,3117,9824
H0223,Mumbai Health Center 98,Mumbai,Maharashtra,18.978444076257556,72.84625355544057,3661,3874,507,3065
H0224,Bhubaneswar Health Center 12,Bhubaneswar,Odisha,20.361800473732195,85.76377282551368,10123,2179,536,7846
H0225,Vijayawada Health Center 5,Vijayawada,Andhra Pradesh,16.549465845101018,80.68620480392481,21752,785,448,4437
H0226,Vizag Health Center 72,Vizag,Andhra Pradesh,17.660426533819308,83.23658382927118,14023,3285,4025,4976
H0227,Vizag Health Center 66,Vizag,Andhra Pradesh,17.60997741297549,83.15896757139107,18096,2996,6262,5699
H0228,New Delhi Health Center 82,New Delhi,Delhi,28.65571618614978,77.21056334386243,13382,4937,5735,8835
H0229,Kochi Health Center 12,Kochi,Kerala,9.909270639687136,76.32561513736185,15265,8129,8625,3538
H0230,Bhubaneswar Health Center 7,Bhubaneswar,Odisha,20.27074384699717,85.81268226314555,16716,8342,7021,7402
H0231,Bengaluru Health Center 35,Bengaluru,Karnataka,12.973009057868456,77.59414405016778,19127,6156,4559,8686
H0232,Bhopal Health Center 65,Bhopal,Madhya Pradesh,23.329410377450863,77.44049051531759,17716,3030,2260,7445
H0233,Indore Health Center 98,Indore,Madhya Pradesh,22.744987883515574,75.86039942092228,14871,1345,6077,3436
H0234,Kolkata Health Center 32,Kolkata,West Bengal,22.599605635584158,88.29977506894393,8179,7110,6730,7554
H0235,Chennai Health Center 83,Chennai,Tamil Nadu,13.054569985917317,80.24062081592929,25909,4350,989,10542
H0236,Patna Health Center 73,Patna,Bihar,25.532561222711696,85.12458297546392,8448,1679,6706,8991
H0237,Hyderabad Health Center 4,Hyderabad,Telangana,17.321281562681033,78.51800382127539,13340,1882,1703,9411
H0238,Trivandrum Health Center 36,Trivandrum,Kerala,8.396403943254903,76.98331599556197,18422,8370,5993,1167
H0239,Mumbai Health Center 7,Mumbai,Maharashtra,18.978800628525743,73.01268570702098,12956,6640,4016,4881
H0240,Kolkata Health Center 79,Kolkata,West Bengal,22.66006208110218,88.40360085367706,25391,6042,6656,10601
H0241,Vizag Health Center 85,Vizag,Andhra Pradesh,17.680682654867947,83.19674217010727,23976,5295,5098,6436
